415175,Deputy Commissioner for External Affairs - 415175,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415175&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Division of External Affairs,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2019-10-02
400531,Deputy Director for Child Welfare Reporting - 400531,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=400531&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,SRM,MANHATTAN,ADMIN FOR CHILDREN'S SVCS,2019-07-24
399110,Director of Claiming & Revenue - 399110,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=399110&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Asst Comm Bdgt & Clmng-Financ,MANHATTAN,ADMIN FOR CHILDREN'S SVCS,2019-06-26
378979,Assistant Director of Psychiatry - 378979,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=378979&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Office Of Chld & Fmly Health,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2019-01-07
367427,Senior Analyst - 367427,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=367427&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Asst Comm Bdgt & Clmng-Financ,MANHATTAN,ADMIN FOR CHILDREN'S SVCS,2018-10-02
350249,Analyst - 350249,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=350249&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,SRM,MANHATTAN,ADMIN FOR CHILDREN'S SVCS,2018-07-27
246734,Compliance Review Unit Supervisor - 246734,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=246734&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Asst Comm Bdgt & Clmng-Financ,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-08-05
230974,Best Practices Coach - 230974,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=230974&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Off Prev Tech Assistance (DPS),NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-08-04
243640,Juvenile Justice Trainer - 243640,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=243640&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Satterwhite Academy (DPPM),NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-07-08
243816,IT Infrastructure Project Manager - 243816,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=243816&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,"Mis Admin,Network Sysms Dvlpmt",NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-07-01
242174,Policy Writer - 242174,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=242174&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Strategic Resource Mgt-P&P,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-06-13
242175,Supervising Budget Analyst Early Care &Education - 242175,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=242175&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Dpty Comm Fnancl Svcs-Finance,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-06-09
241003,Directory Services Support - 241003,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=241003&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,"Mis Admin,Network Sysms Dvlpmt",NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-05-19
239204,Child Welfare Analyst - 239204,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239204&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,SRM,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-05-17
239551,Asset Management Specialist - 239551,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239551&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,"Mis Admin,Network Sysms Dvlpmt",NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-05-13
239048,APA Foster Care Program Evaluator - 239048,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239048&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Agy Program Assistance (DPPM),NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-05-10
239052,Child Welfare Trainer - 239052,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239052&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Satterwhite Academy (DPPM),NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-05-02
237577,Senior Budget Analyst - 237577,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=237577&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Dpty Comm Fnancl Svcs-Finance,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-04-05
237576,Deputy Budget Director - 237576,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=237576&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Dpty Comm Fnancl Svcs-Finance,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-04-04
234203,Business and Data Analyst Manager - 234203,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=234203&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Asst Comm Bdgt & Clmng-Financ,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-03-04
231945,Quality Improvement Specialist - 231945,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=231945&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,DYFJ Central,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-02-26
228550,Director of Senior Practice Consultation - 228550,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=228550&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,Dpty Comm Fmly Prmncy Svcs-Fps,NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2016-01-22
187714,Network Engineer I LAN/WAN - 187714,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=187714&PostingSeq=1&,67,ADMINISTRATION FOR CHILDRE,"Mis Admin,Network Sysms Dvlpmt",NYC-ALL BOROS,ADMIN FOR CHILDREN'S SVCS,2015-03-30
441278,Director of Information Technology - 441278,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441278&PostingSeq=1&,73,BOARD OF CORRECTIONS,Board Staff,NYC-ALL BOROS,BOARD OF CORRECTION,2020-07-01
315940,Standards Specialist (Monitor) - 315940,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=315940&PostingSeq=1&,73,BOARD OF CORRECTIONS,Board Staff,NYC-ALL BOROS,BOARD OF CORRECTION,2017-12-11
404501,City Planner - 404501,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=404501&PostingSeq=1&,13,BOROUGH PRESIDENT-QUEENS,Borough President - Queens,QUEENS,BOROUGH PRESIDENT-QUEENS,2019-08-15
390020,Assistant Counsel - 390020,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=390020&PostingSeq=1&,13,BOROUGH PRESIDENT-QUEENS,Borough President - Queens,QUEENS,BOROUGH PRESIDENT-QUEENS,2019-04-09
386195,Engineering - 386195,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=386195&PostingSeq=1&,13,BOROUGH PRESIDENT-QUEENS,Borough President - Queens,QUEENS,BOROUGH PRESIDENT-QUEENS,2019-03-11
384958,Topographical - 384958,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=384958&PostingSeq=1&,13,BOROUGH PRESIDENT-QUEENS,Borough President - Queens,QUEENS,BOROUGH PRESIDENT-QUEENS,2019-02-27
403522,Agency Attorney - 403522,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=403522&PostingSeq=1&,831,BUSINESS INTEGRITY COMMISS,Default,MANHATTAN,BUSINESS INTEGRITY COMMISSION,2019-08-07
403516,Executive Agency Counsel - 403516,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=403516&PostingSeq=1&,831,BUSINESS INTEGRITY COMMISS,Default,MANHATTAN,BUSINESS INTEGRITY COMMISSION,2019-08-07
361229,Salesforce Specialist - 361229,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=361229&PostingSeq=1&,831,BUSINESS INTEGRITY COMMISS,Default,MANHATTAN,BUSINESS INTEGRITY COMMISSION,2018-08-21
357984,Computer Systems Manager - 357984,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=357984&PostingSeq=1&,831,BUSINESS INTEGRITY COMMISS,Default,MANHATTAN,BUSINESS INTEGRITY COMMISSION,2018-08-08
440193,Investigator Level 1 - 440193,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440193&PostingSeq=1&,54,CIVILIAN COMPLAINT REVIEW,Civilian Complaint Review Bd,NYC-ALL BOROS,CIVILIAN COMPLAINT REVIEW BD,2020-06-24
441231,Records Access Officer - 441231,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441231&PostingSeq=1&,54,CIVILIAN COMPLAINT REVIEW,Civilian Complaint Review Bd,NYC-ALL BOROS,CIVILIAN COMPLAINT REVIEW BD,2020-06-24
441992,Chief of Staff - 441992,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441992&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Executive,MANHATTAN,HUMAN RIGHTS COMMISSION,2020-07-22
439196,Human Rights Specialist (Infoline) - 439196,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439196&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Law Enforc.Bureau Executive,MANHATTAN,HUMAN RIGHTS COMMISSION,2020-04-01
439200,Supervising Attorney-Discrimination in Housing & Public Accommodations - 439200,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439200&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Law Enforc.Bureau Executive,NYC-ALL BOROS,HUMAN RIGHTS COMMISSION,2020-04-01
432978,Agency Attorney 2 - 432978,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432978&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Law Enforc.Bureau Executive,NYC-ALL BOROS,HUMAN RIGHTS COMMISSION,2020-02-10
432997,Agency Attorney I - Early Intervention Unit - 432997,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432997&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Law Enforc.Bureau Executive,MANHATTAN,HUMAN RIGHTS COMMISSION,2020-02-10
431033,Program & Policy Specialist for Racial and Restorative Justice - 431033,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=431033&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Executive,MANHATTAN,HUMAN RIGHTS COMMISSION,2020-01-29
424572,Procurement & Compliance Analyst - 424572,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424572&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Budget Division,MANHATTAN,HUMAN RIGHTS COMMISSION,2019-12-02
423941,Agency Attorney I - 423941,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=423941&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Law Enforc.Bureau Executive,MANHATTAN,HUMAN RIGHTS COMMISSION,2019-11-22
421783,Agency Attorney 1 - 421783,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=421783&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Law Enforc.Bureau Executive,NYC-ALL BOROS,HUMAN RIGHTS COMMISSION,2019-11-04
419921,Associate Human Rights Specialist - 419921,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=419921&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Comm.Rel.Bureau-Central,BRONX,HUMAN RIGHTS COMMISSION,2019-10-21
416057,Information Technology Program Director - 416057,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416057&PostingSeq=1&,226,COMMISSION ON HUMAN RIGHTS,Administrative Services.,MANHATTAN,HUMAN RIGHTS COMMISSION,2019-10-08
